inSmi	refIdx2	Sim
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	56	0.0766
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	28	0.0760
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	85	0.0757
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	45	0.0756
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	69	0.0756
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	57	0.0751
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	83	0.0748
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	50	0.0739
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	77	0.0735
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	48	0.0732
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	39	0.0728
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	74	0.0727
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	76	0.0725
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	54	0.0718
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	8	0.0713
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	60	0.0710
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	13	0.0709
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	31	0.0704
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	16	0.0700
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	82	0.0697
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	91	0.0681
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	80	0.0674
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	32	0.0668
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	0	0.0664
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	89	0.0657
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	65	0.0648
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	20	0.0648
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	71	0.0641
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	64	0.0634
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	29	0.0624
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	6	0.0622
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	87	0.0619
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	81	0.0607
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	22	0.0595
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	34	0.0584
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	52	0.0555
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	36	0.0550
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	42	0.0549
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	97	0.0548
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	26	0.0538
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	53	0.0534
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	1	0.0502
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	66	0.0498
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	25	0.0464
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	88	0.0464
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	46	0.0458
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	79	0.0440
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	47	0.0410
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	68	0.0407
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	44	0.0393
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	93	0.0385
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	5	0.0323
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	18	0.0321
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	3	0.0305
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	2	0.0302
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	4	0.0281
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	19	0.0136
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	99	0.0117
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	90	0.0052
CCN(CC)CCCC(C)NCc1ccc(c(c1)OC)OCc2ccccc2	11	0.0040
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	38	0.3520
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	24	0.0575
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	95	0.0566
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	36	0.0521
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	96	0.0485
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	66	0.0470
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	23	0.0467
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	77	0.0431
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	68	0.0418
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	82	0.0397
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	1	0.0369
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	73	0.0355
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	56	0.0346
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	72	0.0345
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	17	0.0321
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	4	0.0312
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	14	0.0312
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	6	0.0312
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	59	0.0309
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	100	0.0302
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	61	0.0294
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	89	0.0294
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	75	0.0293
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	30	0.0290
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	2	0.0289
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	21	0.0288
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	0	0.0288
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	41	0.0284
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	8	0.0281
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	51	0.0278
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	69	0.0278
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	33	0.0275
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	34	0.0274
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	92	0.0271
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	45	0.0269
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	44	0.0268
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	40	0.0260
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	86	0.0259
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	25	0.0256
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	99	0.0253
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	84	0.0251
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	19	0.0250
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	27	0.0245
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	10	0.0245
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	67	0.0242
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	7	0.0242
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	12	0.0239
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	97	0.0239
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	55	0.0234
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	78	0.0233
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	88	0.0233
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	93	0.0230
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	65	0.0230
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	16	0.0229
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	53	0.0222
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	37	0.0221
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	80	0.0218
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	47	0.0212
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	46	0.0210
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	29	0.0210
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	71	0.0207
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	54	0.0201
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	31	0.0198
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	74	0.0197
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	52	0.0185
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	85	0.0184
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	60	0.0183
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	32	0.0182
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	62	0.0172
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	5	0.0168
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	76	0.0168
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	49	0.0168
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	79	0.0166
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	35	0.0165
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	3	0.0162
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	94	0.0161
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	50	0.0159
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	39	0.0155
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	43	0.0152
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	26	0.0149
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	87	0.0142
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	13	0.0141
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	9	0.0140
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	15	0.0135
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	91	0.0133
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	28	0.0132
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	63	0.0129
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	20	0.0123
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	81	0.0122
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	48	0.0122
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	64	0.0120
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	70	0.0120
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	22	0.0117
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	98	0.0115
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	42	0.0111
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	57	0.0106
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	83	0.0105
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	58	0.0094
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	11	0.0078
c1cc(sc1)CN2CCc3c(sc(n3)N4CCCCC4)C2	90	0.0032
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	11	0.1718
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	47	0.0812
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	33	0.0773
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	56	0.0635
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	54	0.0633
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	86	0.0601
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	12	0.0541
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	82	0.0482
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	96	0.0470
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	95	0.0442
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	97	0.0372
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	77	0.0307
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	62	0.0306
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	65	0.0296
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	41	0.0280
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	31	0.0273
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	60	0.0270
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	88	0.0267
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	84	0.0266
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	74	0.0264
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	68	0.0255
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	18	0.0250
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	79	0.0243
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	76	0.0241
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	30	0.0239
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	25	0.0238
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	78	0.0238
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	0	0.0237
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	23	0.0231
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	71	0.0215
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	46	0.0209
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	75	0.0200
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	2	0.0196
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	39	0.0192
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	4	0.0189
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	3	0.0186
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	15	0.0185
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	5	0.0183
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	38	0.0177
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	53	0.0176
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	40	0.0175
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	48	0.0171
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	100	0.0166
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	83	0.0166
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	42	0.0164
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	36	0.0164
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	8	0.0162
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	59	0.0160
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	61	0.0158
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	35	0.0155
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	57	0.0150
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	72	0.0145
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	49	0.0145
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	89	0.0144
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	69	0.0142
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	1	0.0141
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	21	0.0141
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	58	0.0139
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	17	0.0136
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	16	0.0136
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	10	0.0135
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	34	0.0133
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	22	0.0132
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	52	0.0131
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	50	0.0128
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	37	0.0126
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	29	0.0118
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	94	0.0117
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	64	0.0116
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	32	0.0113
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	24	0.0111
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	73	0.0110
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	14	0.0110
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	66	0.0109
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	67	0.0109
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	92	0.0106
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	80	0.0105
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	20	0.0104
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	85	0.0104
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	6	0.0098
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	7	0.0091
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	51	0.0089
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	45	0.0089
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	28	0.0085
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	98	0.0084
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	27	0.0083
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	55	0.0080
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	44	0.0074
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	26	0.0072
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	9	0.0068
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	43	0.0067
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	87	0.0065
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	13	0.0060
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	99	0.0057
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	91	0.0052
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	81	0.0050
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	70	0.0048
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	63	0.0044
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	93	0.0044
CN1CCN(CC1)c2c3c([nH]cn3)nc(n2)Cl	90	0.0010
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	39	0.1622
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	98	0.1340
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	64	0.1124
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	50	0.0993
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	59	0.0948
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	73	0.0896
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	62	0.0887
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	28	0.0886
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	78	0.0883
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	72	0.0881
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	48	0.0859
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	22	0.0828
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	55	0.0805
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	58	0.0787
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	15	0.0785
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	42	0.0777
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	83	0.0770
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	5	0.0768
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	21	0.0754
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	57	0.0754
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	25	0.0747
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	30	0.0717
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	86	0.0705
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	26	0.0704
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	81	0.0698
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	49	0.0697
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	33	0.0674
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	79	0.0666
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	54	0.0664
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	60	0.0649
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	17	0.0648
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	85	0.0640
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	38	0.0638
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	53	0.0636
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	8	0.0626
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	35	0.0625
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	31	0.0623
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	69	0.0617
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	40	0.0612
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	74	0.0606
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	23	0.0601
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	92	0.0599
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	84	0.0591
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	7	0.0578
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	75	0.0577
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	63	0.0574
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	56	0.0571
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	51	0.0562
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	76	0.0549
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	71	0.0544
CC[n+]1c(oc(c1c2ccccc2)c3ccccc3)/C=C/N(C)c4ccccc4	13	0.0536
